name,site,phone,full_address,street,city,postal_code,country,rating,reviews,photo,working_hours,business_status,description,location_link
The Circus Canteen,https://www.blrcreativecircus.com/thecircuscanteen,+91 96063 67165,"Creative Circus, 12/2, Industrial Estate, Yeshwanthpur Industrial Suburb, Yeswanthpur, Bengaluru, Karnataka 560086","Creative Circus, 12/2, Industrial Estate",Bengaluru,560086,India,4.3,437,https://lh3.googleusercontent.com/p/AF1QipOqQBZThdZvE6VBBm9H7nXhF2PKbX-arKSt9Xw-=w800-h500-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""11am-10:30pm"", ""Wednesday"": ""11am-10:30pm"", ""Thursday"": ""11am-10:30pm"", ""Friday"": ""11am-10:30pm"", ""Saturday"": ""11am-10:30pm"", ""Sunday"": ""11am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/The+Circus+Canteen/@13.0137529,77.5480762,14z/data=!4m8!1m2!2m1!1sThe+Circus+Canteen!3m4!1s0x3bae3d04b446c3d3:0xd3a72645fcf37882!8m2!3d13.0137529!4d77.5480762"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Apsara Bar,,,"15, Magadi Main Rd, Cholourpalya, Bengaluru, Karnataka 560023","15, Magadi Main Rd",Bengaluru,560023,India,4.2,39,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IxM0SsdFmC8b4Ks-MJgKCg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=157.8806&pitch=0&thumbfov=100,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Apsara+Bar/@12.9735181,77.55066819999999,14z/data=!4m8!1m2!2m1!1sApsara+Bar!3m4!1s0x3bae3dfb2a65a25d:0x89067cf4edf51eb7!8m2!3d12.9735181!4d77.55066819999999"
Sri Gajanana Bar,,,"No. 265, Old Tolgate, Mysore Rd, Old Guddadahalli, Bengaluru, Karnataka 560026","No. 265, Old Tolgate, Mysore Rd",Bengaluru,560026,India,4.5,15,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_x5ld48BssXSXPSkuC1elw-bfOYRrfGqBkY-E4fx4ZoVjvJarUXipRGHyqHNI6E6Q2qaPw6oB1WQ0qmRs8JwcrEM4-wmg4AbaPhe39vAIGGlCc4LPJXzM_qQ8WgUJpTZkDSIbkuQ=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sri+Gajanana+Bar/@12.9572924,77.5522495,14z/data=!4m8!1m2!2m1!1sSri+Gajanana+Bar!3m4!1s0x3bae3e05a342d6cb:0x995be42e3e985b5!8m2!3d12.9572924!4d77.5522495"
Tejashwini Bar & Restaurant,,,"Shop No.4 Railway Parallel Road Vijaya Nagar II Stage, Chowdappa layout, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560104","Shop No.4 Railway Parallel Road Vijaya Nagar II Stage, Chowdappa layout",Bengaluru,560104,India,3.7,177,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8RpLZvYPUU6iFuJMSRdBbq6Cvbk79Vhadq1ZKA-cKJYh5GzTB7x9WgwmiFSoMMfVJx0ve5dbULmK0-FJWpi6M9pdH8Knk8fAhUE0WVwyYJvwXVwVI6i21H4j638aNSZs40wlVk=w800-h500-k-no,"{""Monday"": ""10:30am-11:30pm"", ""Tuesday"": ""10:30am-11:30pm"", ""Wednesday"": ""10:30am-11:30pm"", ""Thursday"": ""10:30am-11:30pm"", ""Friday"": ""10:30am-11:30pm"", ""Saturday"": ""10:30am-11:30pm"", ""Sunday"": ""10:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Tejashwini+Bar+%26+Restaurant/@12.959717099999999,77.54026379999999,14z/data=!4m8!1m2!2m1!1sTejashwini+Bar+%26+Restaurant!3m4!1s0x3bae3e0b42df080f:0x7d295334b4baf8d7!8m2!3d12.959717099999999!4d77.54026379999999"
M M Bar,,+91 96324 81243,"Bus Stop, 339, Mysore Rd, near Bapuji Nagar, New Guddadahalli, Bapuji Nagar, Bengaluru, Karnataka 560026","Bus Stop, 339, Mysore Rd, near Bapuji Nagar",Bengaluru,560026,India,3.8,55,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-sWVpSJjuMDmen2u56jDkwZB1H_fkCV4r3JvxRxKUjKwmKAg2Wtwby9T-c7mJA3YhclezC83O97O8RX_-j0DiJUJ_a4LPTUMu7W7YDEKr-j9roLJeRI6zBueG70cKyfyqsMN6G5Q=w800-h500-k-no,"{""Monday"": ""9am-1am"", ""Tuesday"": ""9am-1am"", ""Wednesday"": ""9am-1am"", ""Thursday"": ""9am-1am"", ""Friday"": ""9am-1am"", ""Saturday"": ""9am-1am"", ""Sunday"": ""9am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/M+M+Bar/@12.9531984,77.5416097,14z/data=!4m8!1m2!2m1!1sM+M+Bar!3m4!1s0x3bae3e12817cd421:0xef6f2ac84c1b2363!8m2!3d12.9531984!4d77.5416097"
Maruthi Bar And Restaurant,,,"Shop No 27 9th Cross Road, Chowdappa Layout Rd, RPC Layout, Vijaya Nagar II Stage, Bengaluru, Karnataka 560104","Shop No 27 9th Cross Road, Chowdappa Layout Rd",Bengaluru,560104,India,3.8,61,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9dcjVf9492-xl8L9J6ip2XxdnkhN-bFa2hZEFK9AUSy6A2I3sv1TAyum_hnG8QC2bKtIpmsGxPdSmbDld7e3yIDmmplFpGTbxL1yVzwDrQR-3W0N2iHcOf8FM19waMq5vRRgp6=w800-h500-k-no,"{""Monday"": ""10:30am-11pm"", ""Tuesday"": ""10:30am-11pm"", ""Wednesday"": ""10:30am-11pm"", ""Thursday"": ""10:30am-11pm"", ""Friday"": ""10:30am-11pm"", ""Saturday"": ""10:30am-11pm"", ""Sunday"": ""10:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Maruthi+Bar+And+Restaurant/@12.959028799999999,77.53967879999999,14z/data=!4m8!1m2!2m1!1sMaruthi+Bar+And+Restaurant!3m4!1s0x3bae3e0b582c0775:0x48e765ebd3869816!8m2!3d12.959028799999999!4d77.53967879999999"
Prasanna Bar & Restaurant,,+91 99860 66392,"Shop No. 10, 9th Cross Road, 2nd Main Rd, Ramachandra Agrahara, Azad Nagar, Bengaluru, Karnataka 560018","Shop No. 10, 9th Cross Road, 2nd Main Rd",Bengaluru,560018,India,3.6,144,https://lh3.googleusercontent.com/p/AF1QipMVctQSQWHnevVcXTrtySTjqE5Y8Tq30hKgPotd=w800-h500-k-no,"{""Monday"": ""9:30am-11:30pm"", ""Tuesday"": ""9:30am-11:30pm"", ""Wednesday"": ""9:30am-11:30pm"", ""Thursday"": ""9:30am-11:30pm"", ""Friday"": ""9:30am-11:30pm"", ""Saturday"": ""9:30am-11:30pm"", ""Sunday"": ""9:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Prasanna+Bar+%26+Restaurant/@12.9589465,77.5591493,14z/data=!4m8!1m2!2m1!1sPrasanna+Bar+%26+Restaurant!3m4!1s0x3bae3e023328c209:0xf7263c6363993372!8m2!3d12.9589465!4d77.5591493"
Flyover Drinkery,,+91 74064 92222,"4th Floor, Esteem Mall, Hebbal, Bengaluru, Karnataka 560092","4th Floor, Esteem Mall",Bengaluru,560092,India,4.3,6365,https://lh3.googleusercontent.com/p/AF1QipOnDsPHayb-4V4rGHZdjJfF0W8h8MKmS0y1xyDC=w800-h500-k-no,"{""Monday"": ""12pm-12am"", ""Tuesday"": ""12pm-12am"", ""Wednesday"": ""12pm-12am"", ""Thursday"": ""12pm-12am"", ""Friday"": ""12pm-12am"", ""Saturday"": ""12pm-12am"", ""Sunday"": ""12pm-12am""}",OPERATIONAL,Craft cocktails & beer pair with international meals at this stylish rooftop haunt with city views.,"https://www.google.com/maps/place/Flyover+Drinkery/@13.0492259,77.5931681,14z/data=!4m8!1m2!2m1!1sFlyover+Drinkery!3m4!1s0x3bae17fd44166d6d:0xfe485be9c438b89a!8m2!3d13.0492259!4d77.5931681"
Candles Brewhouse,https://candlesbrewhouse.in/,+91 76187 16684,"12th Floor, Azure, Bellary Rd, next to Godrej Apartments, Hebbal Kempapura, Bengaluru, Karnataka 560024","12th Floor, Azure, Bellary Rd, next to Godrej Apartments",Bengaluru,560024,India,4.5,4179,https://lh3.googleusercontent.com/p/AF1QipPDsWYIsSVYbZZYPGNlpTdgWMU_b3_9T2FsgOw=w800-h500-k-no,"{""Monday"": ""12pm-1am"", ""Tuesday"": ""12pm-1am"", ""Wednesday"": ""12pm-1am"", ""Thursday"": ""12pm-1am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""12pm-1am"", ""Sunday"": ""12pm-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Candles+Brewhouse/@13.0554322,77.5939829,14z/data=!4m8!1m2!2m1!1sCandles+Brewhouse!3m4!1s0x3bae174e248b7341:0xd620e9a628597891!8m2!3d13.0554322!4d77.5939829"
Pavithra Bar and Restaurant,,,"1st Main Rd, Kanaka Nagar, Hebbal, Bengaluru, Karnataka 560032",1st Main Rd,Bengaluru,560032,India,3.7,644,https://lh3.googleusercontent.com/p/AF1QipPS141zFyXyRG_v7gwCGXDH3GiTOQHJcoNEAwG9=w800-h500-k-no,"{""Monday"": ""10am-10:30pm"", ""Tuesday"": ""10am-10:30pm"", ""Wednesday"": ""10am-10:30pm"", ""Thursday"": ""10am-10:30pm"", ""Friday"": ""10am-10:30pm"", ""Saturday"": ""10am-10:30pm"", ""Sunday"": ""10am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Pavithra+Bar+and+Restaurant/@13.0348486,77.60654749999999,14z/data=!4m8!1m2!2m1!1sPavithra+Bar+and+Restaurant!3m4!1s0x3bae17a0179d720b:0xce4564bf933c4978!8m2!3d13.0348486!4d77.60654749999999"
B’lore 45,https://www.marriottharbourdubaidining.com/hotel-info/saray-spa?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+91 80 6122 6743,"No. 2, B'lore 45, Level -1, Courtyard by Marriott Bengaluru Hebbal, 55, Outer Ring Rd, Nagavara, Bengaluru, Karnataka 560045","No. 2, B'lore 45, Level -1, Courtyard by Marriott Bengaluru Hebbal, 55, Outer Ring Rd",Bengaluru,560045,India,4.4,59,https://lh3.googleusercontent.com/p/AF1QipP7dWzPcalM0ixv8KP_MSHXUtZxhaCmcy2Aison=w800-h500-k-no,"{""Monday"": ""11am-11pm"", ""Tuesday"": ""11am-11pm"", ""Wednesday"": ""11am-11pm"", ""Thursday"": ""11am-11pm"", ""Friday"": ""11am-11pm"", ""Saturday"": ""11am-11pm"", ""Sunday"": ""11am-11pm""}",OPERATIONAL,"Sleek bar in the Courtyard Bengaluru Hebbal Hotel offering global fare, spirits, wine & cocktails.","https://www.google.com/maps/place/B%E2%80%99lore+45/@13.0428479,77.6095828,14z/data=!4m8!1m2!2m1!1sB%E2%80%99lore+45!3m4!1s0x3bae1775d2e686e9:0xd079da5a0bcd1435!8m2!3d13.0428479!4d77.6095828"
Shalini Bar And Restaurant,,,"1/7, 1st Main Rd, Guddadahalli, Hebbal, Bengaluru, Karnataka 560032","1/7, 1st Main Rd",Bengaluru,560032,India,3.4,206,https://lh3.googleusercontent.com/p/AF1QipNw44XXIayS4FouKp7_42lrGTnikor1xW9jgtk0=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Shalini+Bar+And+Restaurant/@13.0398664,77.5937218,14z/data=!4m8!1m2!2m1!1sShalini+Bar+And+Restaurant!3m4!1s0x3bae17cc4d99349f:0x816294907388620e!8m2!3d13.0398664!4d77.5937218"
Abhimani Bar and Restaurant,,,"3J36+4R4 HAF post, Kempegowda Main Rd, Fortune Valley, Mariyannapalya, Hebbal, Byatarayanapura CMC and OG Part, Bengaluru, Karnataka 560024","3J36+4R4 HAF post, Kempegowda Main Rd","Byatarayanapura CMC and OG Part, Bengaluru",560024,India,3.3,230,https://lh3.googleusercontent.com/p/AF1QipM-h57yIu1Cajms84IJQfD6SFHiJmF-FOp4QpQ=w800-h500-k-no,"{""Monday"": ""11am-10:30pm"", ""Tuesday"": ""11am-10:30pm"", ""Wednesday"": ""11am-10:30pm"", ""Thursday"": ""11am-10:30pm"", ""Friday"": ""11am-10:30pm"", ""Saturday"": ""11am-10:30pm"", ""Sunday"": ""11am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Abhimani+Bar+and+Restaurant/@13.0527584,77.6120692,14z/data=!4m8!1m2!2m1!1sAbhimani+Bar+and+Restaurant!3m4!1s0x3bae177ecaab322d:0xb353f531a761e41f!8m2!3d13.0527584!4d77.6120692"
Chaishta Bar,,+91 81236 02411,"271-3rd cross, 8th Main Rd, Coffee Board Layout, Hebbal Kempapura, Bengaluru, Karnataka 560024","271-3rd cross, 8th Main Rd","Bengaluru, Byatarayanapura CMC and OG Part",560024,India,4.1,482,https://lh3.googleusercontent.com/p/AF1QipNF97CNcbCHTpi24So_AQBw4_ipLS9M40dGy7k=w800-h500-k-no,"{""Monday"": ""9am-10pm"", ""Tuesday"": ""9am-10pm"", ""Wednesday"": ""9am-10pm"", ""Thursday"": ""9am-10pm"", ""Friday"": ""9am-10pm"", ""Saturday"": ""9am-10pm"", ""Sunday"": ""9am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Chaishta+Bar/@13.0500858,77.60393669999999,14z/data=!4m8!1m2!2m1!1sChaishta+Bar!3m4!1s0x3bae17a227217349:0x51c41552114500c1!8m2!3d13.0500858!4d77.60393669999999"
The Hebbal Café,https://www.marriott.com/en-us/hotels/blrhb-courtyard-bengaluru-hebbal/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108,+91 96064 82968,"No. 2, The Hebbal Cafe, Level- 1, Courtyard by Marriott Bengaluru Hebbal, 55, Outer Ring Rd, Nagavara, Bengaluru, Karnataka 560045","No. 2, The Hebbal Cafe, Level- 1, Courtyard by Marriott Bengaluru Hebbal, 55, Outer Ring Rd",Bengaluru,560045,India,4.2,1040,https://lh3.googleusercontent.com/p/AF1QipN5CqAQpFtouhjtmzR7tG8DhSQic1FAAS46dBYz=w800-h500-k-no,"{""Monday"": ""11am-11pm"", ""Tuesday"": ""11am-11pm"", ""Wednesday"": ""11am-11pm"", ""Thursday"": ""11am-11pm"", ""Friday"": ""11am-11pm"", ""Saturday"": ""11am-11pm"", ""Sunday"": ""11am-11pm""}",OPERATIONAL,Spacious & brightly lit cafe serving mixed cuisine in a space with a lively atmosphere.,"https://www.google.com/maps/place/The+Hebbal+Caf%C3%A9/@13.042562199999999,77.6095026,14z/data=!4m8!1m2!2m1!1sThe+Hebbal+Caf%C3%A9!3m4!1s0x3bae173f06c2be6b:0xe163f121c108efa0!8m2!3d13.042562199999999!4d77.6095026"
Blue Ocean Bar and Restaurant,,+91 95355 76385,"Ganganagar, RT Nagar, Bengaluru, Karnataka 560032",,Bengaluru,560032,India,4.5,33,https://lh3.googleusercontent.com/p/AF1QipM1zV8R5fjshTSFaEB6PWCzRLXIjdHDVpqKc5N2=w800-h500-k-no,"{""Monday"": ""9am-11pm"", ""Tuesday"": ""9am-11pm"", ""Wednesday"": ""9am-11pm"", ""Thursday"": ""9am-11pm"", ""Friday"": ""9am-11pm"", ""Saturday"": ""9am-11pm"", ""Sunday"": ""9am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Blue+Ocean+Bar+and+Restaurant/@13.023937499999999,77.5874375,14z/data=!4m8!1m2!2m1!1sBlue+Ocean+Bar+and+Restaurant!3m4!1s0x3bae17be23deac25:0x7177997f3f1a015!8m2!3d13.023937499999999!4d77.5874375"
Sri Gandha Bar & Restaurant,,,"3H4X+93G, Dasarahalli Main Rd, Amruthnagar, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560092","3H4X+93G, Dasarahalli Main Rd","Bengaluru, Byatarayanapura CMC and OG Part",560092,India,4.8,5,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9-W6hjk-hNcFL8rGleryl0hpCu4GE5-da8X16oR9xeYTfUru2GNxxq1qpkvPdzUpyqf95euYHZ9RtmUK9KIVcF5ejgUEUmeYKYDCiu9ZFKgPJHaE46Y0O24rH03SBsYA9jozLf=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Sri+Gandha+Bar+%26+Restaurant/@13.0560057,77.5976866,14z/data=!4m8!1m2!2m1!1sSri+Gandha+Bar+%26+Restaurant!3m4!1s0x3bae17c84d5a9421:0xf380e03f7f68a730!8m2!3d13.0560057!4d77.5976866"
Manju Bar And Restaurant,,,"3H5Q+2WM, Sahakara Nagar, near Dhanalakshmi ATM, Post, Sanjeevini Nagar, Bengaluru, Karnataka 560092","3H5Q+2WM, Sahakara Nagar, near Dhanalakshmi ATM",Bengaluru,560092,India,3.8,250,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8Zfg5-O0UHrRix9h8UkdBp9SP_g27EJiEH2awsYuw8Jj4hBOqI5zMRNcouvbF-RMe6FObvOxXUEwEpOMvUw-xF4cnAybAzMz3TbPmK-HDIsHZAqgz6JMCGHMboRMu-=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Manju+Bar+And+Restaurant/@13.0575855,77.58980919999999,14z/data=!4m8!1m2!2m1!1sManju+Bar+And+Restaurant!3m4!1s0x3bae1820a630d859:0xba8f8b58863a408f!8m2!3d13.0575855!4d77.58980919999999"
Nikitha Bar and Restaurant,,,"2JJ5+86H, Muneshwara Layout, RT Nagar, Kaval Bairasandra, Bengaluru, Karnataka 560032",2JJ5+86H,Bengaluru,560032,India,3.9,38,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-8oAEh1o-U4rvp3sZI8mTAzP7cQsetDF6RX_EerBL58QrjFvmwHFzwt-0f761jr6fRRovv6X_x0RUatU_sjJxdFoi287TlEHVq9U2IHum7V24hsF8444dIEV08whx09PJXPx-lKA=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Nikitha+Bar+and+Restaurant/@13.030816,77.6081227,14z/data=!4m8!1m2!2m1!1sNikitha+Bar+and+Restaurant!3m4!1s0x3bae176df80f5ee3:0xce79494dceca732!8m2!3d13.030816!4d77.6081227"
Tasty Restaurant & Cool Bar,,+91 89044 70426,"2JQ4+6WR, 13th Cross Rd, RT Nagar, Kanaka Nagar, Hebbal, Bengaluru, Karnataka 560032","2JQ4+6WR, 13th Cross Rd",Bengaluru,560032,India,3.9,175,https://lh3.googleusercontent.com/gps-cs-s/AB5caB84EhHAPVfhfJnKke-PmV7c5ir4Ykcodp29YLz_8yah65rdYPxGvf8It_ru8ccn3IPHxEPzzK2EjwVAgbEEvyY1frFSfizKX11XibxtHqdMCQvsXGw88MK19jXSbytFXz_3YWc=w800-h500-k-no,"{""Monday"": ""11am-11pm"", ""Tuesday"": ""11am-11pm"", ""Wednesday"": ""11am-11pm"", ""Thursday"": ""11am-11pm"", ""Friday"": ""11am-11pm"", ""Saturday"": ""11am-11pm"", ""Sunday"": ""11am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Tasty+Restaurant+%26+Cool+Bar/@13.038119199999999,77.60726439999999,14z/data=!4m8!1m2!2m1!1sTasty+Restaurant+%26+Cool+Bar!3m4!1s0x3bae179fd17fca01:0x3b91907b894641c9!8m2!3d13.038119199999999!4d77.60726439999999"
Big Shot Bar,,+91 80673 83939,"Plot No. 514, Outer Ring Rd, opp. Lumbini Garden, Kanaka Nagar, Veerannapalya, Nagavara, Bengaluru, Karnataka 560045","Plot No. 514, Outer Ring Rd, opp. Lumbini Garden",Bengaluru,560045,India,4.2,21,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_HyZTJLZ7AarzLxvCtXTHOge4akALjp5yrtZLc72NLTpQkdQlVNn-6IYOpGkeVZ34RSS8xJJCT1CHkodZY14qA3Bvge2Y5Kz7LjmUrl1J4pVFb7GqbFwYMsp1lhTZNJkrXrXw=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Big+Shot+Bar/@13.041949299999999,77.6132071,14z/data=!4m8!1m2!2m1!1sBig+Shot+Bar!3m4!1s0x3bae3d454be3efef:0x90654557710ab772!8m2!3d13.041949299999999!4d77.6132071"
Niro - Taproom & Kitchen,https://www.instagram.com/niro.india/,+91 91640 55554,"Rooftop, Country Inn & Suites by Radisson, Outer Ring Rd, Bengaluru, Karnataka 560045","Rooftop, Country Inn & Suites by Radisson, Outer Ring Rd",Bengaluru,560045,India,4.8,435,https://lh3.googleusercontent.com/p/AF1QipMu4eN5nkXEj92P8GGBoZBW67aM8xV8Zwx52Hha=w800-h500-k-no,"{""Monday"": ""12:30pm-12:30am"", ""Tuesday"": ""12:30pm-12:30am"", ""Wednesday"": ""12:30pm-12:30am"", ""Thursday"": ""12:30pm-12:30am"", ""Friday"": ""12:30pm-12:30am"", ""Saturday"": ""12:30pm-12:30am"", ""Sunday"": ""12:30pm-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/Niro+-+Taproom+%26+Kitchen/@13.0418954,77.6132106,14z/data=!4m8!1m2!2m1!1sNiro+-+Taproom+%26+Kitchen!3m4!1s0x3bae17499dbf18f5:0xfcac2074906d7497!8m2!3d13.0418954!4d77.6132106"
Sri Manjunatha Bar And Restaurant,,+91 95358 26225,"3J46+53H, Nandana Residency Layout, Byatarayanapura CMC and OG Part, Karnataka 560024",3J46+53H,Byatarayanapura CMC and OG Part,560024,India,3.4,61,https://lh3.googleusercontent.com/p/AF1QipNw4DgVRQaYnsjmxJCcqcziprt_wD4GdulvtMLJ=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sri+Manjunatha+Bar+And+Restaurant/@13.0554315,77.6102197,14z/data=!4m8!1m2!2m1!1sSri+Manjunatha+Bar+And+Restaurant!3m4!1s0x3bae17c8a1021207:0xddccf3d813c53404!8m2!3d13.0554315!4d77.6102197"
Nisarga Bar and Restaurant,,+91 97405 29942,"2JJ6+6JW, 2nd Cross Rd, Appajappa Layout, Shampura, Kaval Bairasandra, Bengaluru, Karnataka 560032","2JJ6+6JW, 2nd Cross Rd",Bengaluru,560032,India,3.7,347,https://lh3.googleusercontent.com/p/AF1QipMiuZpb_eCGcwz56CQElygb9CM9JyRV9Pe5Yt_d=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Nisarga+Bar+and+Restaurant/@13.0306085,77.6115907,14z/data=!4m8!1m2!2m1!1sNisarga+Bar+and+Restaurant!3m4!1s0x3bae170bdbc52c73:0x4eb5a824bb9fe3d7!8m2!3d13.0306085!4d77.6115907"
Uptown Rooftop Grill and Bar,https://uptownrooftop.com/,+91 96060 32622,"4th & 5th Floor, 2379, PM Square, opposite to Toni & Guy, RMS layout, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092","4th & 5th Floor, 2379, PM Square, opposite to Toni & Guy",Bengaluru,560092,India,4.5,111,https://lh3.googleusercontent.com/p/AF1QipPGfk0x2rQK7v9AKThjlWWwh4I6g-A1XcTodRGg=w800-h500-k-no,"{""Monday"": ""12:30-11:30pm"", ""Tuesday"": ""12:30-11:30pm"", ""Wednesday"": ""12:30-11:30pm"", ""Thursday"": ""12:30-11:30pm"", ""Friday"": ""12:30-11:30pm"", ""Saturday"": ""12:30-11:30pm"", ""Sunday"": ""12:30-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Uptown+Rooftop+Grill+and+Bar/@13.0598675,77.58769389999999,14z/data=!4m8!1m2!2m1!1sUptown+Rooftop+Grill+and+Bar!3m4!1s0x3bae19d29a009115:0x16a2f04623d59f72!8m2!3d13.0598675!4d77.58769389999999"
Double Up,https://hiltonsatmanyatabengaluru.com/restaurant-bars-in-bengaluru/#double-up,+91 80 6901 2345,"Lobby Level, Block A, Hotel Building, 1, Outer Ring Rd, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045","Lobby Level, Block A, Hotel Building, 1, Outer Ring Rd",Bengaluru,560045,India,4.7,3,https://lh3.googleusercontent.com/p/AF1QipPj9nIp3bdsYe6cwn7EF7MOa3cNIpS-rqK7xTu3=w800-h500-k-no,"{""Monday"": ""11am-11:30pm"", ""Tuesday"": ""11am-11:30pm"", ""Wednesday"": ""11am-11:30pm"", ""Thursday"": ""11am-11:30pm"", ""Friday"": ""11am-11:30pm"", ""Saturday"": ""11am-11:30pm"", ""Sunday"": ""11am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Double+Up/@13.042355899999999,77.6207635,14z/data=!4m8!1m2!2m1!1sDouble+Up!3m4!1s0x3bae17aedb81043d:0xc71385c101dc382!8m2!3d13.042355899999999!4d77.6207635"
The Studs Sports Bar & Grill,http://www.thestuds.in/,+91 96110 66579,"No.09, Katha No.304/3, 3rd Flr, 60Ft Road, G Block, Sahakarnagar, Yelahanka, B.B, M.P North, Bengaluru, Karnataka 560092","No.09, Katha No.304/3, 3rd Flr, 60Ft Road, G Block, Sahakarnagar, Yelahanka, B.B",Bengaluru,560092,India,4.8,22,https://lh3.googleusercontent.com/p/AF1QipM8edGohP84HxH4cI5bXZlMir0PrcoJlttXVsS7=w800-h500-k-no,"{""Monday"": ""12-11pm"", ""Tuesday"": ""12-11pm"", ""Wednesday"": ""12-11pm"", ""Thursday"": ""12-11pm"", ""Friday"": ""12-11pm"", ""Saturday"": ""12-11pm"", ""Sunday"": ""12-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/The+Studs+Sports+Bar+%26+Grill/@13.0636893,77.5905659,14z/data=!4m8!1m2!2m1!1sThe+Studs+Sports+Bar+%26+Grill!3m4!1s0x3bae17042d01bf43:0xd915f9466e7d5aff!8m2!3d13.0636893!4d77.5905659"
